"Note: The report represents net sales that are self-reported by retail marijuana licensees. Information is subject to change due to late reports, corrections or audit findings. This file will be updated by approximately the 10th business day of each month.       ",,,
Last Update: 06/09/2020,,,
,,,
License Number,Reporting Period, Total Sales, Excise Tax Due 
413420,2020-01,"417,006","154,292"
413426,2020-01,"297,778","110,178"
413427,2020-01,"193,202","71,485"
413428,2020-01,"115,963","42,906"
413481,2020-01,"221,030","81,781"
413492,2020-01,"125,723","46,518"
413519,2020-01,"118,144","43,713"
413529,2020-01,"86,402","31,969"
413530,2020-01,"19,385","7,172"
413534,2020-01,"109,703","40,590"
413541,2020-01,"110,785","40,990"
413544,2020-01,"205,592","76,069"
413551,2020-01,"146,856","54,337"
413558,2020-01,"260,742","96,475"
413570,2020-01,"410,045","151,717"
413586,2020-01,"97,390","36,034"
413596,2020-01,"166,643","61,658"
413600,2020-01,"107,860","39,908"
413677,2020-01,"65,861","24,369"
413683,2020-01,"583,566","215,919"
413692,2020-01,"341,057","126,191"
413727,2020-01,"173,425","64,167"
413729,2020-01,"210,496","77,884"
413732,2020-01,"487,275","180,292"
413739,2020-01,"385,516","142,641"
413762,2020-01,"150,549","55,703"
413773,2020-01,"124,910","46,217"
413791,2020-01,"315,047","116,567"
413798,2020-01,"150,911","55,837"
413801,2020-01,"59,021","21,838"
413802,2020-01,"96,981","35,883"
413803,2020-01,"266,236","98,507"
413805,2020-01,"4,379","1,620"
413809,2020-01,"151,939","56,217"
413812,2020-01,"184,169","68,143"
413813,2020-01,"344,190","127,350"
413843,2020-01,"120,481","44,578"
413846,2020-01,669,248
413870,2020-01,"259,774","96,116"
413886,2020-01,"116,094","42,955"
413893,2020-01,"406,434","150,380"
413901,2020-01,"142,411","52,692"
413930,2020-01,"66,755","24,699"
413994,2020-01,"64,537","23,879"
414002,2020-01,"200,875","74,324"
414060,2020-01,"179,769","66,514"
414065,2020-01,"197,739","73,163"
414103,2020-01,"525,637","194,486"
414160,2020-01,"212,155","78,497"
414174,2020-01,"321,634","119,004"
414181,2020-01,"328,273","121,461"
414211,2020-01,"551,817","204,172"
414216,2020-01,"14,084","5,211"
414223,2020-01,"112,027","41,450"
414225,2020-01,"148,366","54,896"
414243,2020-01,"152,594","56,460"
414280,2020-01,"146,954","54,373"
414292,2020-01,"68,436","25,321"
414295,2020-01,"1,030,401","381,248"
414345,2020-01,"150,740","55,774"
414356,2020-01,"215,458","79,719"
414398,2020-01,"174,096","64,416"
414425,2020-01,"157,971","58,449"
414430,2020-01,"156,308","57,834"
414441,2020-01,"393,583","145,626"
414449,2020-01,"387,540","143,390"
414450,2020-01,"41,142","15,222"
414454,2020-01,"39,987","14,795"
414456,2020-01,"68,273","25,261"
414460,2020-01,"10,017","3,706"
414470,2020-01,"314,600","116,402"
414491,2020-01,"356,625","131,951"
414495,2020-01,"167,816","62,092"
414500,2020-01,"136,590","50,538"
414503,2020-01,"189,567","70,140"
414508,2020-01,"311,747","115,346"
414520,2020-01,"596,790","220,812"
414532,2020-01,"369,255","136,624"
414533,2020-01,"647,501","239,575"
414539,2020-01,"8,647","3,199"
414550,2020-01,"162,441","60,103"
414558,2020-01,"32,549","12,043"
414569,2020-01,"247,132","91,439"
414573,2020-01,"21,131","7,818"
414574,2020-01,"121,652","45,011"
414656,2020-01,"132,674","49,089"
414664,2020-01,"278,048","102,878"
414680,2020-01,"115,537","42,749"
414712,2020-01,"46,934","17,366"
414714,2020-01,"728,421","269,516"
414716,2020-01,"207,051","76,609"
414731,2020-01,"468,163","173,220"
414733,2020-01,"352,840","130,551"
414735,2020-01,"185,289","68,557"
414749,2020-01,"4,908","1,816"
414750,2020-01,"75,548","27,953"
414755,2020-01,"53,469","19,784"
414761,2020-01,"78,790","29,152"
414785,2020-01,"264,033","97,692"
414803,2020-01,"56,959","21,075"
414812,2020-01,"209,141","77,382"
414814,2020-01,"112,296","41,550"
414817,2020-01,"533,281","197,314"
414823,2020-01,"684,785","253,370"
414829,2020-01,"460,585","170,416"
414841,2020-01,"435,643","161,188"
414864,2020-01,"245,049","90,668"
414867,2020-01,"765,887","283,378"
414868,2020-01,"282,069","104,366"
414871,2020-01,"207,712","76,854"
414876,2020-01,"1,327,081","491,020"
414881,2020-01,"54,370","20,117"
414884,2020-01,"266,464","98,592"
414918,2020-01,"43,879","16,235"
414958,2020-01,"136,888","50,648"
414959,2020-01,"138,759","51,341"
414970,2020-01,"305,883","113,177"
414983,2020-01,"377,316","139,607"
414995,2020-01,"35,839","13,261"
415001,2020-01,"111,945","41,419"
415010,2020-01,"327,175","121,055"
415031,2020-01,"233,188","86,279"
415045,2020-01,"153,889","56,939"
415064,2020-01,"24,916","9,219"
415083,2020-01,"704,577","260,693"
415094,2020-01,"488,079","180,589"
415112,2020-01,"309,139","114,381"
415115,2020-01,"158,559","58,667"
415124,2020-01,"78,863","29,179"
415127,2020-01,"156,042","57,736"
415130,2020-01,"254,058","94,002"
415132,2020-01,"176,374","65,258"
415183,2020-01,"216,364","80,055"
415185,2020-01,"24,681","9,132"
415198,2020-01,"289,953","107,283"
415203,2020-01,"162,302","60,052"
415211,2020-01,"243,024","89,919"
415216,2020-01,"278,498","103,044"
415222,2020-01,"159,024","58,839"
415229,2020-01,"293,962","108,766"
415238,2020-01,"133,412","49,362"
415287,2020-01,"120,238","44,488"
415294,2020-01,"55,127","20,397"
415303,2020-01,"144,249","53,372"
415314,2020-01,"89,107","32,970"
415333,2020-01,"542,757","200,820"
415343,2020-01,"80,639","29,837"
415348,2020-01,"152,219","56,321"
415361,2020-01,"27,670","10,238"
415406,2020-01,"164,507","60,868"
415410,2020-01,"307,324","113,710"
415445,2020-01,"112,211","41,518"
415470,2020-01,"277,910","102,827"
415484,2020-01,"41,347","15,298"
415486,2020-01,"187,206","69,266"
415488,2020-01,"183,920","68,050"
415504,2020-01,"236,560","87,527"
415507,2020-01,"208,795","77,254"
415509,2020-01,"105,153","38,907"
415513,2020-01,"125,451","46,417"
415517,2020-01,"142,528","52,735"
415523,2020-01,"77,367","28,626"
415526,2020-01,"330,114","122,142"
415539,2020-01,"120,827","44,706"
415567,2020-01,"307,891","113,920"
415575,2020-01,"195,779","72,438"
415641,2020-01,"71,282","26,374"
415645,2020-01,"155,173","57,414"
415658,2020-01,"160,443","59,364"
416102,2020-01,"191,857","70,987"
416540,2020-01,"253,329","93,732"
417114,2020-01,"261,020","96,578"
417469,2020-01,"94,047","34,798"
417486,2020-01,"230,532","85,297"
417643,2020-01,"136,586","50,537"
417646,2020-01,"220,098","81,436"
417880,2020-01,"88,793","32,853"
417949,2020-01,"89,710","33,193"
420123,2020-01,"64,619","23,909"
420292,2020-01,"91,889","33,999"
420336,2020-01,"178,414","66,013"
420389,2020-01,"419,389","155,174"
420390,2020-01,"53,193","19,681"
420400,2020-01,"40,341","14,926"
420416,2020-01,"48,109","17,800"
420477,2020-01,"12,231","4,525"
420478,2020-01,"57,369","21,226"
420497,2020-01,"201,268","74,469"
420645,2020-01,"55,755","20,629"
420661,2020-01,"94,970","35,139"
420666,2020-01,"263,709","97,572"
420741,2020-01,"765,612","283,276"
420785,2020-01,"344,160","127,339"
420801,2020-01,"69,615","25,758"
420812,2020-01,"39,482","14,609"
420819,2020-01,3,1
420889,2020-01,"680,498","251,784"
420894,2020-01,"62,877","23,265"
420895,2020-01,"98,327","36,381"
420898,2020-01,"177,541","65,690"
420908,2020-01,"164,880","61,006"
420934,2020-01,"100,954","37,353"
421005,2020-01,"304,254","112,574"
421069,2020-01,"224,843","83,192"
421084,2020-01,"685,447","253,615"
421110,2020-01,"289,677","107,180"
421141,2020-01,"568,115","210,202"
421168,2020-01,"112,581","41,655"
421261,2020-01,"211,040","78,085"
421335,2020-01,"238,460","88,230"
421359,2020-01,"169,390","62,674"
421409,2020-01,"346,080","128,049"
421491,2020-01,"122,834","45,449"
421514,2020-01,"523,244","193,600"
421552,2020-01,"244,584","90,496"
421562,2020-01,"277,912","102,828"
421577,2020-01,"310,818","115,003"
421616,2020-01,"222,153","82,197"
421630,2020-01,"110,435","40,861"
421632,2020-01,"23,293","8,618"
421642,2020-01,"233,356","86,342"
421652,2020-01,"82,992","30,707"
421667,2020-01,"67,840","25,101"
421687,2020-01,"22,047","8,158"
421695,2020-01,"71,448","26,436"
421698,2020-01,"287,969","106,548"
421702,2020-01,"652,172","241,304"
421707,2020-01,"371,907","137,605"
421708,2020-01,"158,747","58,736"
421709,2020-01,"132,699","49,098"
421738,2020-01,"125,112","46,291"
421757,2020-01,"136,487","50,500"
421777,2020-01,"538,091","199,094"
421789,2020-01,"287,593","106,409"
421804,2020-01,"324,996","120,249"
421805,2020-01,"1,067,248","394,882"
421813,2020-01,"95,309","35,264"
421873,2020-01,"327,001","120,991"
421876,2020-01,"79,681","29,482"
421877,2020-01,"318,714","117,924"
421878,2020-01,"22,663","8,385"
421900,2020-01,"272,329","100,762"
421918,2020-01,"9,999","3,700"
421953,2020-01,"1,494",553
422010,2020-01,"98,218","36,341"
422037,2020-01,"224,495","83,063"
422044,2020-01,"231,967","85,828"
422049,2020-01,"265,478","98,227"
422055,2020-01,"333,747","123,486"
422099,2020-01,"53,084","19,641"
422103,2020-01,"305,459","113,020"
422109,2020-01,"192,787","71,331"
422120,2020-01,"3,149","1,165"
422138,2020-01,"13,524","5,004"
422139,2020-01,"112,772","41,726"
422146,2020-01,"290,563","107,508"
422168,2020-01,"182,667","67,587"
422194,2020-01,"310,655","114,942"
422202,2020-01,"49,130","18,178"
422218,2020-01,"749,228","277,214"
422234,2020-01,"53,860","19,928"
422239,2020-01,"68,937","25,507"
422278,2020-01,"280,759","103,881"
422294,2020-01,"358,587","132,677"
422329,2020-01,"158,548","58,663"
422332,2020-01,"90,539","33,499"
422336,2020-01,"294,130","108,828"
422363,2020-01,"36,452","13,487"
422431,2020-01,"235,906","87,285"
422442,2020-01,"321,544","118,971"
422447,2020-01,"383,635","141,945"
422454,2020-01,"93,047","34,427"
422457,2020-01,"25,038","9,264"
422459,2020-01,"36,417","13,474"
422460,2020-01,"1,382",511
422466,2020-01,"38,018","14,066"
422504,2020-01,"194,005","71,782"
422525,2020-01,"4,887","1,808"
422570,2020-01,"198,099","73,297"
422632,2020-01,"64,195","23,752"
422655,2020-01,"14,421","5,336"
422658,2020-01,"8,752","3,238"
422701,2020-01,"5,915","2,189"
422764,2020-01,"202,125","74,786"
422765,2020-01,"33,688","12,465"
422777,2020-01,"80,894","29,931"
422781,2020-01,"24,396","9,026"
422785,2020-01,"41,857","15,487"
422792,2020-01,"44,813","16,581"
422796,2020-01,"77,486","28,670"
422817,2020-01,"141,948","52,521"
422930,2020-01,"11,815","4,372"
422944,2020-01,"87,800","32,486"
422954,2020-01,"67,403","24,939"
422978,2020-01,"52,514","19,430"
423000,2020-01,"424,270","156,980"
423036,2020-01,"27,005","9,992"
423096,2020-01,"387,331","143,313"
423203,2020-01,"95,105","35,189"
423224,2020-01,"167,908","62,126"
423372,2020-01,"440,829","163,107"
423379,2020-01,"1,122,433","415,300"
423390,2020-01,"133,079","49,239"
423402,2020-01,"339,758","125,710"
423413,2020-01,"552,968","204,598"
423492,2020-01,"768,978","284,522"
423536,2020-01,"372,280","137,744"
423542,2020-01,"141,173","52,234"
423571,2020-01,"373,293","138,119"
423634,2020-01,"183,934","68,056"
423754,2020-01,"517,657","191,533"
423784,2020-01,"250,176","92,565"
423829,2020-01,"326,539","120,819"
423885,2020-01,"390,414","144,453"
423993,2020-01,"36,100","13,357"
424117,2020-01,26,10
424190,2020-01,"72,335","26,764"
424273,2020-01,"76,399","28,268"
424311,2020-01,"569,142","210,582"
424463,2020-01,"392,780","145,329"
424473,2020-01,"152,136","56,290"
424599,2020-01,"70,480","26,078"
424747,2020-01,"712,246","263,531"
424751,2020-01,"699,861","258,949"
424848,2020-01,"538,871","199,382"
424877,2020-01,"21,137","7,821"
424951,2020-01,"1,114,147","412,234"
425068,2020-01,"343,452","127,077"
425128,2020-01,"9,516","3,521"
425185,2020-01,"31,580","11,685"
425273,2020-01,"237,900","88,023"
425362,2020-01,"189,002","69,931"
425493,2020-01,"381,700","141,229"
425498,2020-01,"77,877","28,815"
425507,2020-01,"209,092","77,364"
425539,2020-01,"557,270","206,190"
425584,2020-01,"202,334","74,863"
425585,2020-01,"103,669","38,358"
425605,2020-01,"15,569","5,760"
425686,2020-01,"161,285","59,676"
425767,2020-01,"206,736","76,492"
425925,2020-01,"288,911","106,897"
425965,2020-01,"199,372","73,768"
426039,2020-01,"380,882","140,926"
426050,2020-01,"183,846","68,023"
426125,2020-01,"180,087","66,632"
426199,2020-01,"174,308","64,494"
426284,2020-01,"150,232","55,586"
426443,2020-01,"37,760","13,971"
426562,2020-01,"633,713","234,474"
426563,2020-01,"675,496","249,934"
426606,2020-01,"311,289","115,177"
426632,2020-01,"36,468","13,493"
426677,2020-01,"67,571","25,001"
426678,2020-01,"134,116","49,623"
426731,2020-01,"302,855","112,056"
426849,2020-01,"101,766","37,654"
426888,2020-01,"81,575","30,183"
426895,2020-01,"92,397","34,187"
427121,2020-01,"641,149","237,225"
427156,2020-01,"2,057",761
427158,2020-01,"106,418","39,375"
427457,2020-01,"134,378","49,720"
427458,2020-01,"89,807","33,229"
427533,2020-01,"41,342","15,297"
427634,2020-01,"1,042,875","385,864"
427666,2020-01,"283,441","104,873"
427742,2020-01,"148,869","55,081"
427769,2020-01,"94,013","34,785"
427850,2020-01,"179,111","66,271"
428005,2020-01,"272,428","100,799"
428107,2020-01,"66,911","24,757"
428263,2020-01,"37,910","14,027"
428276,2020-01,"251,216","92,950"
428560,2020-01,"308,154","114,017"
428760,2020-01,"556,712","205,983"
428846,2020-01,"170,690","63,155"
428942,2020-01,"266,918","98,759"
429699,2020-01,"188,179","69,626"
71368,2020-02,"574,823","212,685"
76189,2020-02,"29,539","10,930"
79013,2020-02,"202,762","75,022"
79720,2020-02,"160,658","59,444"
81400,2020-02,"39,923","14,772"
82587,2020-02,"282,721","104,607"
84154,2020-02,"704,212","260,559"
85059,2020-02,214,79
86054,2020-02,"52,149","19,295"
86823,2020-02,"100,765","37,283"
88920,2020-02,"83,096","30,745"
350641,2020-02,"81,007","29,973"
350766,2020-02,"347,784","128,680"
352673,2020-02,"305,893","113,181"
353260,2020-02,"14,720","5,447"
353928,2020-02,"403,275","149,212"
353993,2020-02,171,63
354876,2020-02,"171,286","63,376"
357129,2020-02,"277,080","102,519"
360307,2020-02,"285,439","105,612"
364799,2020-02,"305,697","113,108"
400085,2020-02,"50,836","18,809"
400209,2020-02,"22,723","8,407"
400772,2020-02,"260,385","96,343"
402039,2020-02,"209,217","77,410"
402780,2020-02,"87,843","32,502"
404933,2020-02,"99,746","36,906"
407950,2020-02,"83,967","31,068"
410273,2020-02,"1,016,259","376,016"
410332,2020-02,"131,050","48,488"
410798,2020-02,"240,682","89,052"
410831,2020-02,"362,562","134,148"
411970,2020-02,"177,341","65,616"
412370,2020-02,"121,889","45,099"
412466,2020-02,"96,503","35,706"
412490,2020-02,"224,303","82,992"
412494,2020-02,"591,248","218,762"
412921,2020-02,"97,127","35,937"
412922,2020-02,"189,624","70,161"
412923,2020-02,"367,030","135,801"
412940,2020-02,"77,503","28,676"
413258,2020-02,"271,635","100,505"
413314,2020-02,"164,313","60,796"
413319,2020-02,"132,554","49,045"
413358,2020-02,"1,176,371","435,257"
413363,2020-02,"301,278","111,473"
413366,2020-02,"152,963","56,596"
413369,2020-02,"400,003","148,001"
413372,2020-02,"77,445","28,655"
413374,2020-02,"230,694","85,357"
413385,2020-02,"37,091","13,724"
413407,2020-02,"78,092","28,894"
413420,2020-02,"410,841","152,011"
413426,2020-02,"312,361","115,574"
413427,2020-02,"193,113","71,452"
413428,2020-02,"110,616","40,928"
413481,2020-02,"227,290","84,097"
413492,2020-02,"121,460","44,940"
413519,2020-02,"114,402","42,329"
413529,2020-02,"83,154","30,767"
413530,2020-02,"18,670","6,908"
413534,2020-02,"101,164","37,431"
413541,2020-02,"111,750","41,347"
413544,2020-02,"201,837","74,680"
413551,2020-02,"145,761","53,932"
413558,2020-02,"237,866","88,010"
413570,2020-02,"373,039","138,024"
413586,2020-02,"92,122","34,085"
413596,2020-02,"166,202","61,495"
413600,2020-02,"97,789","36,182"
413677,2020-02,"62,891","23,270"
413683,2020-02,"542,264","200,638"
413692,2020-02,"350,878","129,825"
413727,2020-02,"164,761","60,962"
413729,2020-02,"202,930","75,084"
413732,2020-02,"476,182","176,187"
413739,2020-02,"408,210","151,038"
413762,2020-02,"135,794","50,244"
413773,2020-02,"120,697","44,658"
413791,2020-02,"286,402","105,969"
413798,2020-02,"151,739","56,143"
413801,2020-02,"62,146","22,994"
413802,2020-02,"95,179","35,216"
413803,2020-02,"256,712","94,983"
413805,2020-02,"6,622","2,450"
413809,2020-02,"150,244","55,590"
413812,2020-02,"188,544","69,761"
413813,2020-02,"333,246","123,301"
413843,2020-02,"115,748","42,827"
413846,2020-02,"3,912","1,447"
413870,2020-02,"249,325","92,250"
413886,2020-02,"109,531","40,526"
413893,2020-02,"399,876","147,954"
413901,2020-02,"142,269","52,640"
413930,2020-02,"61,052","22,589"
413994,2020-02,"64,647","23,919"
414002,2020-02,"204,565","75,689"
414060,2020-02,"167,605","62,014"
414065,2020-02,"202,604","74,963"
414103,2020-02,"548,495","202,943"
414160,2020-02,"186,479","68,997"
414174,2020-02,"306,697","113,478"
414181,2020-02,"344,105","127,319"
414211,2020-02,"546,669","202,267"
414216,2020-02,"13,481","4,988"
414223,2020-02,"125,857","46,567"
414225,2020-02,"147,855","54,706"
414243,2020-02,"142,107","52,579"
414280,2020-02,"141,242","52,260"
414292,2020-02,"65,175","24,115"
414295,2020-02,"1,026,136","379,670"
414345,2020-02,"158,288","58,567"
414356,2020-02,"212,853","78,756"
414398,2020-02,"161,857","59,887"
414425,2020-02,"158,420","58,615"
414430,2020-02,"153,412","56,762"
414441,2020-02,"374,394","138,526"
414449,2020-02,"382,445","141,505"
414450,2020-02,"23,809","8,809"
414454,2020-02,"49,484","18,309"
414456,2020-02,"64,688","23,935"
414460,2020-02,"10,767","3,984"
414470,2020-02,"311,234","115,157"
414491,2020-02,"355,212","131,428"
414495,2020-02,"165,100","61,087"
414500,2020-02,"131,887","48,798"
414503,2020-02,"180,988","66,966"
414508,2020-02,"305,286","112,956"
414520,2020-02,"566,845","209,732"
414532,2020-02,"349,338","129,255"
414533,2020-02,"628,499","232,545"
414539,2020-02,"8,284","3,065"
414550,2020-02,"154,895","57,311"
414558,2020-02,"29,495","10,913"
414569,2020-02,"234,818","86,882"
414573,2020-02,"16,649","6,160"
414574,2020-02,"129,083","47,761"
414656,2020-02,"122,808","45,439"
414664,2020-02,"271,108","100,310"
414680,2020-02,"105,665","39,096"
414712,2020-02,"57,034","21,102"
414714,2020-02,"707,699","261,848"
414716,2020-02,"224,704","83,141"
414731,2020-02,"444,082","164,310"
414733,2020-02,"336,927","124,663"
414735,2020-02,"179,708","66,492"
414750,2020-02,"72,797","26,935"
414755,2020-02,"56,112","20,762"
414761,2020-02,"78,695","29,117"
414785,2020-02,"253,474","93,785"
414803,2020-02,"61,538","22,769"
414812,2020-02,"196,658","72,763"
414814,2020-02,"109,281","40,434"
414817,2020-02,"538,313","199,176"
414823,2020-02,"682,817","252,642"
414829,2020-02,"448,131","165,808"
414841,2020-02,"411,566","152,279"
414864,2020-02,"234,122","86,625"
414867,2020-02,"720,203","266,475"
414868,2020-02,"266,640","98,657"
414871,2020-02,"199,066","73,655"
414876,2020-02,"1,297,159","479,949"
414881,2020-02,"53,866","19,930"
414884,2020-02,"266,580","98,635"
414918,2020-02,"42,480","15,718"
414958,2020-02,"136,616","50,548"
414959,2020-02,"129,933","48,075"
414963,2020-02,"148,092","54,794"
414970,2020-02,"291,917","108,009"
414983,2020-02,"379,646","140,469"
414995,2020-02,"37,277","13,792"
415001,2020-02,"121,623","45,001"
415010,2020-02,"330,652","122,341"
415031,2020-02,"233,688","86,465"
415045,2020-02,"157,833","58,398"
415064,2020-02,"25,174","9,314"
415083,2020-02,"684,979","253,442"
415094,2020-02,"457,806","169,388"
415112,2020-02,"305,295","112,959"
415115,2020-02,"145,304","53,762"
415124,2020-02,"79,719","29,496"
415127,2020-02,"156,927","58,063"
415130,2020-02,"251,516","93,061"
415132,2020-02,"181,223","67,052"
415183,2020-02,"205,964","76,207"
415185,2020-02,"79,881","29,556"
415198,2020-02,"275,184","101,818"
415203,2020-02,"163,713","60,574"
415211,2020-02,"246,281","91,124"
415216,2020-02,"273,646","101,249"
415222,2020-02,"158,344","58,587"
415229,2020-02,"290,615","107,527"
415238,2020-02,"125,161","46,310"
415287,2020-02,"111,716","41,335"
415294,2020-02,"55,680","20,602"
415303,2020-02,"140,468","51,973"
415314,2020-02,"92,792","34,333"
415333,2020-02,"541,857","200,487"
415343,2020-02,"76,277","28,222"
415348,2020-02,"145,655","53,892"
415361,2020-02,"28,360","10,493"
415406,2020-02,"147,117","54,433"
415410,2020-02,"287,317","106,307"
415429,2020-02,"103,616","38,338"
415445,2020-02,"113,076","41,838"
415470,2020-02,"258,814","95,761"
415484,2020-02,"40,941","15,148"
415486,2020-02,"258,452","95,627"
415488,2020-02,"183,748","67,987"
415504,2020-02,"238,986","88,425"
415507,2020-02,"191,026","70,680"
415509,2020-02,"103,016","38,116"
415513,2020-02,"116,746","43,196"
415517,2020-02,"135,809","50,249"
415523,2020-02,"73,521","27,203"
415526,2020-02,"351,173","129,934"
415539,2020-02,"120,416","44,554"
415567,2020-02,"307,060","113,612"
415575,2020-02,"183,109","67,750"
415641,2020-02,"69,688","25,784"
415645,2020-02,"152,163","56,300"
415658,2020-02,"154,779","57,268"
416102,2020-02,"181,649","67,210"
416540,2020-02,"255,568","94,560"
417114,2020-02,"281,799","104,266"
417469,2020-02,"90,195","33,372"
417486,2020-02,"236,487","87,500"
417643,2020-02,"132,135","48,890"
417646,2020-02,"222,386","82,283"
417880,2020-02,"78,756","29,140"
417949,2020-02,"83,132","30,759"
420123,2020-02,"67,009","24,793"
420292,2020-02,"91,328","33,791"
420336,2020-02,"183,775","67,997"
420389,2020-02,"421,582","155,985"
420390,2020-02,"53,850","19,924"
420400,2020-02,"44,807","16,579"
420416,2020-02,"51,553","19,075"
420477,2020-02,"19,343","7,157"
420478,2020-02,"58,321","21,579"
420497,2020-02,"192,908","71,376"
420645,2020-02,"56,247","20,811"
420661,2020-02,"88,876","32,884"
420666,2020-02,"257,841","95,401"
420741,2020-02,"711,932","263,415"
420785,2020-02,"328,450","121,526"
420793,2020-02,"56,460","20,890"
420801,2020-02,"64,314","23,796"
420812,2020-02,"41,107","15,210"
420819,2020-02,"9,393","3,475"
420889,2020-02,"638,074","236,087"
420894,2020-02,"64,305","23,793"
420895,2020-02,"84,695","31,337"
420898,2020-02,"179,641","66,467"
420908,2020-02,"179,975","66,591"
420934,2020-02,"104,081","38,510"
421005,2020-02,"319,368","118,166"
421069,2020-02,"216,380","80,061"
421084,2020-02,"673,936","249,356"
421110,2020-02,"308,945","114,310"
421141,2020-02,"547,031","202,401"
421168,2020-02,"107,216","39,670"
421261,2020-02,"194,125","71,826"
421335,2020-02,"237,671","87,938"
421359,2020-02,"165,587","61,267"
421409,2020-02,"328,850","121,674"
421491,2020-02,"113,940","42,158"
421514,2020-02,"522,024","193,149"
421552,2020-02,"257,195","95,162"
421562,2020-02,"266,286","98,526"
421616,2020-02,"209,528","77,525"
421630,2020-02,"108,282","40,064"
421632,2020-02,"22,982","8,504"
421642,2020-02,"227,539","84,190"
421652,2020-02,"86,953","32,173"
421667,2020-02,"66,180","24,486"
421687,2020-02,"21,788","8,061"
421695,2020-02,"63,451","23,477"
421698,2020-02,"293,659","108,654"
421702,2020-02,"630,540","233,300"
421707,2020-02,"353,300","130,721"
421708,2020-02,"162,972","60,300"
421709,2020-02,"123,671","45,758"
421738,2020-02,"129,887","48,058"
421757,2020-02,"131,741","48,744"
421777,2020-02,"502,324","185,860"
421789,2020-02,"273,595","101,230"
421804,2020-02,"317,934","117,636"
421805,2020-02,"1,039,067","384,455"
421813,2020-02,"95,217","35,230"
421873,2020-02,"310,314","114,816"
421876,2020-02,"80,950","29,951"
421877,2020-02,"320,010","118,404"
421878,2020-02,"22,535","8,338"
421900,2020-02,"269,575","99,743"
421918,2020-02,"7,461","2,761"
421953,2020-02,350,130
422010,2020-02,"100,994","37,368"
422037,2020-02,"216,398","80,067"
422044,2020-02,"231,653","85,712"
422049,2020-02,"270,115","99,943"
422055,2020-02,"344,789","127,572"
422099,2020-02,"56,498","20,904"
422103,2020-02,"300,466","111,173"
422109,2020-02,"178,390","66,004"
422120,2020-02,"2,602",963
422138,2020-02,"12,455","4,608"
422139,2020-02,"110,900","41,033"
422146,2020-02,"288,621","106,790"
422168,2020-02,"177,959","65,845"
422194,2020-02,"313,444","115,974"
422202,2020-02,"51,455","19,038"
422218,2020-02,"765,603","283,273"
422234,2020-02,"53,348","19,739"
422239,2020-02,"63,828","23,616"
422278,2020-02,"268,330","99,282"
422294,2020-02,"361,761","133,852"
422329,2020-02,"159,958","59,184"
422332,2020-02,"91,217","33,750"
422336,2020-02,"303,689","112,365"
422363,2020-02,"34,447","12,745"
422431,2020-02,"243,922","90,251"
422442,2020-02,"305,438","113,012"
422447,2020-02,"375,512","138,939"
422454,2020-02,"96,007","35,523"
422457,2020-02,"27,122","10,035"
422459,2020-02,"37,313","13,806"
422460,2020-02,"1,013",375
422466,2020-02,"37,390","13,834"
422504,2020-02,"182,412","67,493"
422525,2020-02,"5,934","2,195"
422570,2020-02,"197,973","73,250"
422632,2020-02,"67,343","24,917"
422655,2020-02,"16,761","6,202"
422658,2020-02,"5,842","2,162"
422701,2020-02,"5,068","1,875"
422764,2020-02,"196,581","72,735"
422765,2020-02,"35,226","13,034"
422777,2020-02,"78,582","29,075"
422781,2020-02,"24,928","9,223"
422785,2020-02,"45,844","16,962"
422792,2020-02,"45,616","16,878"
422796,2020-02,"75,836","28,059"
422817,2020-02,"137,467","50,863"
422930,2020-02,"12,442","4,603"
422944,2020-02,"87,499","32,375"
422954,2020-02,"62,766","23,223"
422978,2020-02,"52,148","19,295"
423000,2020-02,"416,080","153,950"
423036,2020-02,"27,208","10,067"
423096,2020-02,"412,406","152,590"
423203,2020-02,"101,484","37,549"
423224,2020-02,"150,248","55,592"
423372,2020-02,"440,729","163,070"
423379,2020-02,"1,117,047","413,307"
423390,2020-02,"129,978","48,092"
423402,2020-02,"324,115","119,922"
423413,2020-02,"529,499","195,915"
423492,2020-02,"755,940","279,698"
423536,2020-02,"356,628","131,952"
423542,2020-02,"138,199","51,133"
423634,2020-02,"189,477","70,106"
423754,2020-02,"526,731","194,890"
423784,2020-02,"248,778","92,048"
423829,2020-02,"323,758","119,790"
423885,2020-02,"375,892","139,080"
423993,2020-02,"38,358","14,192"
424117,2020-02,308,114
424190,2020-02,"79,557","29,436"
424273,2020-02,"75,588","27,968"
424311,2020-02,"571,787","211,561"
424463,2020-02,"374,695","138,637"
424473,2020-02,"145,903","53,984"
424599,2020-02,"70,431","26,059"
424747,2020-02,"697,787","258,181"
424751,2020-02,"695,370","257,287"
424848,2020-02,"537,294","198,799"
424951,2020-02,"1,099,757","406,910"
425068,2020-02,"333,416","123,364"
425128,2020-02,"9,805","3,628"
425185,2020-02,"31,020","11,477"
425273,2020-02,"254,533","94,177"
425362,2020-02,"202,426","74,898"
425493,2020-02,"366,496","135,604"
425498,2020-02,"73,837","27,320"
425507,2020-02,"247,027","91,400"
425539,2020-02,"544,852","201,595"
425584,2020-02,"220,571","81,611"
425585,2020-02,"102,813","38,041"
425605,2020-02,"15,913","5,888"
425686,2020-02,"149,554","55,335"
425767,2020-02,"236,874","87,644"
425925,2020-02,"278,945","103,210"
