PRODUCERS,,,,,Summary to Date,,,,,,,,
License Number,Reporting Period, Total Sales, Excise Tax Due ,,,Sales,,,,Excise Tax Due,,,
412214,1/1/2015 - 1/31/2015,$13 ,$3 ,,,,,,,,,,
412452,1/1/2015 - 1/31/2015,$21 ,$5 ,,,,,,,,,,
412670,1/1/2015 - 1/31/2015,$333 ,$83 ,,,,,,,,,,
412445,1/1/2015 - 1/31/2015,$202 ,$51 ,,,,,,,,,,
412119,1/1/2015 - 1/31/2015,$954 ,$239 ,,,,,,,,,,
416840,1/1/2015 - 1/31/2015,"$2,103 ",$526 ,,,,,,,,,,
412147,1/1/2015 - 1/31/2015,"$2,528 ",$632 ,,,,,,,,,,
413913,1/1/2015 - 1/31/2015,"$22,628 ","$5,657 ",,,,,,,,,,
412618,1/1/2015 - 1/31/2015,"$2,396 ",$599 ,,,,,,,,,,
412815,1/1/2015 - 1/31/2015,"$32,491 ","$8,123 ",,,,,,,,,,
413077,1/1/2015 - 1/31/2015,$388 ,$97 ,,,,,,,,,,
413123,1/1/2015 - 1/31/2015,$0.15 ,$0.04 ,,,,,,,,,,
412299,1/1/2015 - 1/31/2015,$200 ,$50 ,,,,,,,,,,
415783,1/1/2015 - 1/31/2015,$500 ,$125 ,,,,,,,,,,
415762,1/1/2015 - 1/31/2015,"$35,733 ","$8,933 ",,,,,,,,,,
416562,1/1/2015 - 1/31/2015,$950 ,$238 ,,,,,,,,,,
416539,1/1/2015 - 1/31/2015,"$1,457 ",$364 ,,,,,,,,,,
412409,1/1/2015 - 1/31/2015,"$2,900 ",$725 ,,,,,,,,,,
412148,1/1/2015 - 1/31/2015,$0.02 ,$0.01 ,,,,,,,,,,
412273,1/1/2015 - 1/31/2015,"$1,260 ",$315 ,,,,,,,,,,
412295,1/1/2015 - 1/31/2015,$0.19 ,$0.05 ,,,,,,,,,,
412720,1/1/2015 - 1/31/2015,$0.06 ,$0.02 ,,,,,,,,,,
415691,1/1/2015 - 1/31/2015,$0.04 ,$0.01 ,,,,,,,,,,
415924,1/1/2015 - 1/31/2015,$770 ,$192 ,,,,,,,,,,
412275,1/1/2015 - 1/31/2015,"$8,849 ","$2,212 ",,,,,,,,,,
412830,1/1/2015 - 1/31/2015,$1.00 ,$0.25 ,,,,,,,,,,
417055,1/1/2015 - 1/31/2015,"$33,680 ","$8,420 ",,,,,,,,,,
415937,1/1/2015 - 1/31/2015,"$4,950 ","$1,238 ",,,,,,,,,,
415914,1/1/2015 - 1/31/2015,$0.03 ,$0.01 ,,,,,,,,,,
412396,1/1/2015 - 1/31/2015,"$3,368 ",$842 ,,,,,,,,,,
414140,1/1/2015 - 1/31/2015,$364 ,$91 ,,,,,,,,,,
417631,1/1/2015 - 1/31/2015,$5 ,$1 ,,,,,,,,,,
413287,1/1/2015 - 1/31/2015,$0.49 ,$0.12 ,,,,,,,,,,
412107,1/1/2015 - 1/31/2015,"$4,388 ","$1,097 ",,,,,,,,,,
413941,1/1/2015 - 1/31/2015,"$6,122 ","$1,531 ",,,,,,,,,,
412403,1/1/2015 - 1/31/2015,$1.00 ,$0.25 ,,,,,,,,,,
413196,1/1/2015 - 1/31/2015,"$2,688 ",$672 ,,,,,,,,,,
416063,1/1/2015 - 1/31/2015,"$7,300 ","$1,825 ",,,,,,,,,,
412866,1/1/2015 - 1/31/2015,$45 ,$11 ,,,,,,,,,,
412566,1/1/2015 - 1/31/2015,"$2,010 ",$503 ,,,,,,,,,,
413957,1/1/2015 - 1/31/2015,$110 ,$28 ,,,,,,,,,,
412384,1/1/2015 - 1/31/2015,"$10,464 ","$2,616 ",,,,,,,,,,
412109,1/1/2015 - 1/31/2015,$0.01 , $- ,,,,,,,,,,
412431,1/1/2015 - 1/31/2015,"$1,000 ",$250 ,,,,,,,,,,
414041,1/1/2015 - 1/31/2015,"$5,136 ","$1,284 ",,,,,,,,,,
416117,1/1/2015 - 1/31/2015,"$3,874 ",$968 ,,,,,,,,,,
413864,1/1/2015 - 1/31/2015,"$1,466 ",$367 ,,,,,,,,,,
417156,1/1/2015 - 1/31/2015,"$6,650 ","$1,663 ",,,,,,,,,,
412598,1/1/2015 - 1/31/2015,"$8,893 ","$2,223 ",,,,,,,,,,
414042,1/1/2015 - 1/31/2015,$0.03 ,$0.01 ,,,,,,,,,,
412286,1/1/2015 - 1/31/2015,"$15,494 ","$3,873 ",,,,,,,,,,
PRODUCERS PERIOD TOTAL,1/1/2015 - 1/31/2015,"$264,436 ","$66,109 ",,,,,,,,,,
412107,2/1/2015 - 2/28/2015,"$3,737 ",$934 ,,,,,,,,,,
412688,2/1/2015 - 2/28/2015,$13 ,$3 ,,,,,,,,,,
412527,2/1/2015 - 2/28/2015,$10 ,$3 ,,,,,,,,,,
412053,2/1/2015 - 2/28/2015,$10 ,$3 ,,,,,,,,,,
412445,2/1/2015 - 2/28/2015,$3 ,$1 ,,,,,,,,,,
412618,2/1/2015 - 2/28/2015,"$1,238 ",$309 ,,,,,,,,,,
412337,2/1/2015 - 2/28/2015,$0.01 , $-   ,,,,,,,,,,
412147,2/1/2015 - 2/28/2015,"$29,179 ","$7,295 ",,,,,,,,,,
412099,2/1/2015 - 2/28/2015,$0.10 ,$0.03 ,,,,,,,,,,
412681,2/1/2015 - 2/28/2015,$9 ,$2 ,,,,,,,,,,
413113,2/1/2015 - 2/28/2015,"$1,000 ",$250 ,,,,,,,,,,
412148,2/1/2015 - 2/28/2015,$0.17 ,$0.04 ,,,,,,,,,,
412273,2/1/2015 - 2/28/2015,$0.25 ,$0.06 ,,,,,,,,,,
412516,2/1/2015 - 2/28/2015,"$1,362 ",$341 ,,,,,,,,,,
412403,2/1/2015 - 2/28/2015,$125 ,$31 ,,,,,,,,,,
412409,2/1/2015 - 2/28/2015,$1.00 ,$0.25 ,,,,,,,,,,
412311,2/1/2015 - 2/28/2015,$0.08 ,$0.02 ,,,,,,,,,,
415707,2/1/2015 - 2/28/2015,$449 ,$112 ,,,,,,,,,,
415762,2/1/2015 - 2/28/2015,"$5,372 ","$1,343 ",,,,,,,,,,
412169,2/1/2015 - 2/28/2015,$107 ,$27 ,,,,,,,,,,
412275,2/1/2015 - 2/28/2015,"$8,381 ","$2,095 ",,,,,,,,,,
415695,2/1/2015 - 2/28/2015,$0.01 , $-   ,,,,,,,,,,
412601,2/1/2015 - 2/28/2015,"$6,059 ","$1,515 ",,,,,,,,,,
415691,2/1/2015 - 2/28/2015,$0.03 ,$0.01 ,,,,,,,,,,
412994,2/1/2015 - 2/28/2015,"$5,067 ","$1,267 ",,,,,,,,,,
413078,2/1/2015 - 2/28/2015,$124 ,$31 ,,,,,,,,,,
417631,2/1/2015 - 2/28/2015,$2 ,$1 ,,,,,,,,,,
416548,2/1/2015 - 2/28/2015,$0.09 ,$0.02 ,,,,,,,,,,
412286,2/1/2015 - 2/28/2015,"$2,054 ",$514 ,,,,,,,,,,
412670,2/1/2015 - 2/28/2015,"$10,464 ","$2,616 ",,,,,,,,,,
412109,2/1/2015 - 2/28/2015,$6 ,$2 ,,,,,,,,,,
416231,2/1/2015 - 2/28/2015,$4 ,$1 ,,,,,,,,,,
417055,2/1/2015 - 2/28/2015,"$25,797 ","$6,449 ",,,,,,,,,,
416562,2/1/2015 - 2/28/2015,"$3,037 ",$759 ,,,,,,,,,,
413196,2/1/2015 - 2/28/2015,$2 ,$1 ,,,,,,,,,,
416063,2/1/2015 - 2/28/2015,"$6,257 ","$1,564 ",,,,,,,,,,
416226,2/1/2015 - 2/28/2015,"$4,704 ","$1,176 ",,,,,,,,,,
412262,2/1/2015 - 2/28/2015,$71 ,$18 ,,,,,,,,,,
412866,2/1/2015 - 2/28/2015,$100 ,$25 ,,,,,,,,,,
414042,2/1/2015 - 2/28/2015,($0.03),($0.01),,,,,,,,,,
412819,2/1/2015 - 2/28/2015,$29 ,$7 ,,,,,,,,,,
416387,2/1/2015 - 2/28/2015,$0.10 ,$0.03 ,,,,,,,,,,
413622,2/1/2015 - 2/28/2015,$3 ,$1 ,,,,,,,,,,
415736,2/1/2015 - 2/28/2015,$100 ,$25 ,,,,,,,,,,
412815,2/1/2015 - 2/28/2015,"$6,833 ","$1,708 ",,,,,,,,,,
412200,2/1/2015 - 2/28/2015,"$1,344 ",$336 ,,,,,,,,,,
412031,2/1/2015 - 2/28/2015,$0.36 ,$0.09 ,,,,,,,,,,
413216,2/1/2015 - 2/28/2015,$484 ,$121 ,,,,,,,,,,
412678,2/1/2015 - 2/28/2015,"$21,282 ","$5,321 ",,,,,,,,,,
413631,2/1/2015 - 2/28/2015,"$4,682 ","$1,171 ",,,,,,,,,,
416545,2/1/2015 - 2/28/2015,"$2,565 ",$641 ,,,,,,,,,,
412615,2/1/2015 - 2/28/2015,$0.05 ,$0.01 ,,,,,,,,,,
414115,2/1/2015 - 2/28/2015,$600 ,$150 ,,,,,,,,,,
416117,2/1/2015 - 2/28/2015,"$6,230 ","$1,557 ",,,,,,,,,,
412691,2/1/2015 - 2/28/2015,"$2,754 ",$688 ,,,,,,,,,,
415719,2/1/2015 - 2/28/2015,$890 ,$223 ,,,,,,,,,,
416627,2/1/2015 - 2/28/2015,$85 ,$21 ,,,,,,,,,,
413115,2/1/2015 - 2/28/2015,$16 ,$4 ,,,,,,,,,,
412598,2/1/2015 - 2/28/2015,"$10,080 ","$2,520 ",,,,,,,,,,
417024,2/1/2015 - 2/28/2015,"$19,000 ","$4,750 ",,,,,,,,,,
414197,2/1/2015 - 2/28/2015,$163 ,$41 ,,,,,,,,,,
412764,2/1/2015 - 2/28/2015,$0.13 ,$0.03 ,,,,,,,,,,
412831,2/1/2015 - 2/28/2015,$23 ,$6 ,,,,,,,,,,
412268,2/1/2015 - 2/28/2015,$1.50 ,$0.38 ,,,,,,,,,,
412576,2/1/2015 - 2/28/2015,$20 ,$5 ,,,,,,,,,,
PRODUCERS PERIOD TOTAL,2/1/2015 - 2/28/2015,"$191,926 ","$47,981 ",,,,,,,,,,
412681,3/1/2015 - 3/31/2015,$11 ,$3 ,,,,,,,,,,
412286,3/1/2015 - 3/31/2015,"$20,093 ","$5,023 ",,,,,,,,,,
417513,3/1/2015 - 3/31/2015,$740 ,$185 ,,,,,,,,,,
416545,3/1/2015 - 3/31/2015,"$6,291 ","$1,573 ",,,,,,,,,,
412169,3/1/2015 - 3/31/2015,"$3,000 ",$750 ,,,,,,,,,,
412337,3/1/2015 - 3/31/2015,$158 ,$39 ,,,,,,,,,,
414200,3/1/2015 - 3/31/2015,"$1,500 ",$375 ,,,,,,,,,,
412402,3/1/2015 - 3/31/2015,$1.00 ,$0.25 ,,,,,,,,,,
416627,3/1/2015 - 3/31/2015,$76 ,$19 ,,,,,,,,,,
416795,3/1/2015 - 3/31/2015,$1.00 ,$0.25 ,,,,,,,,,,
412803,3/1/2015 - 3/31/2015,$1.65 ,$0.41 ,,,,,,,,,,
417053,3/1/2015 - 3/31/2015,$500 ,$125 ,,,,,,,,,,
412831,3/1/2015 - 3/31/2015,$840 ,$210 ,,,,,,,,,,
414286,3/1/2015 - 3/31/2015,$536 ,$134 ,,,,,,,,,,
415719,3/1/2015 - 3/31/2015,"$1,792 ",$448 ,,,,,,,,,,
412904,3/1/2015 - 3/31/2015,$21 ,$5 ,,,,,,,,,,
412346,3/1/2015 - 3/31/2015,$200 ,$50 ,,,,,,,,,,
416499,3/1/2015 - 3/31/2015,"$1,034 ",$258 ,,,,,,,,,,
415707,3/1/2015 - 3/31/2015,"$3,151 ",$788 ,,,,,,,,,,
414197,3/1/2015 - 3/31/2015,"$1,000 ",$250 ,,,,,,,,,,
413665,3/1/2015 - 3/31/2015,$531 ,$133 ,,,,,,,,,,
414273,3/1/2015 - 3/31/2015,$75 ,$19 ,,,,,,,,,,
416551,3/1/2015 - 3/31/2015,$441 ,$110 ,,,,,,,,,,
415738,3/1/2015 - 3/31/2015,$491 ,$123 ,,,,,,,,,,
412764,3/1/2015 - 3/31/2015,$1.50 ,$0.38 ,,,,,,,,,,
412994,3/1/2015 - 3/31/2015,"$2,066 ",$517 ,,,,,,,,,,
412597,3/1/2015 - 3/31/2015,$0.02 ,$0.01 ,,,,,,,,,,
415449,3/1/2015 - 3/31/2015,$40 ,$10 ,,,,,,,,,,
412762,3/1/2015 - 3/31/2015,$700 ,$175 ,,,,,,,,,,
412445,3/1/2015 - 3/31/2015,"$1,148 ",$287 ,,,,,,,,,,
412053,3/1/2015 - 3/31/2015,$10 ,$3 ,,,,,,,,,,
412135,3/1/2015 - 3/31/2015,"$5,983 ","$1,496 ",,,,,,,,,,
412147,3/1/2015 - 3/31/2015,"$28,262 ","$7,065 ",,,,,,,,,,
412063,3/1/2015 - 3/31/2015,"$10,783 ","$2,696 ",,,,,,,,,,
412618,3/1/2015 - 3/31/2015,"$3,367 ",$842 ,,,,,,,,,,
412670,3/1/2015 - 3/31/2015,"$17,497 ","$4,374 ",,,,,,,,,,
412815,3/1/2015 - 3/31/2015,"$6,163 ","$1,541 ",,,,,,,,,,
413123,3/1/2015 - 3/31/2015,$0.06 ,$0.02 ,,,,,,,,,,
416539,3/1/2015 - 3/31/2015,$502 ,$126 ,,,,,,,,,,
412273,3/1/2015 - 3/31/2015,$176 ,$44 ,,,,,,,,,,
415736,3/1/2015 - 3/31/2015,"$3,214 ",$804 ,,,,,,,,,,
412409,3/1/2015 - 3/31/2015,$1.50 ,$0.38 ,,,,,,,,,,
412148,3/1/2015 - 3/31/2015,$0.17 ,$0.04 ,,,,,,,,,,
416312,3/1/2015 - 3/31/2015,$330 ,$83 ,,,,,,,,,,
412237,3/1/2015 - 3/31/2015,"$4,997 ","$1,249 ",,,,,,,,,,
412792,3/1/2015 - 3/31/2015,"$4,500 ","$1,125 ",,,,,,,,,,
416548,3/1/2015 - 3/31/2015,"$6,256 ","$1,564 ",,,,,,,,,,
413948,3/1/2015 - 3/31/2015,$349 ,$87 ,,,,,,,,,,
412623,3/1/2015 - 3/31/2015,"$2,489 ",$622 ,,,,,,,,,,
415847,3/1/2015 - 3/31/2015,"$3,515 ",$879 ,,,,,,,,,,
416231,3/1/2015 - 3/31/2015,$5 ,$1 ,,,,,,,,,,
412615,3/1/2015 - 3/31/2015,"$1,731 ",$433 ,,,,,,,,,,
412275,3/1/2015 - 3/31/2015,"$10,600 ","$2,650 ",,,,,,,,,,
417055,3/1/2015 - 3/31/2015,"$16,133 ","$4,033 ",,,,,,,,,,
413216,3/1/2015 - 3/31/2015,"$2,278 ",$570 ,,,,,,,,,,
412678,3/1/2015 - 3/31/2015,"$8,288 ","$2,072 ",,,,,,,,,,
414140,3/1/2015 - 3/31/2015,"$3,473 ",$868 ,,,,,,,,,,
413078,3/1/2015 - 3/31/2015,"$1,000 ",$250 ,,,,,,,,,,
414395,3/1/2015 - 3/31/2015,"$4,500 ","$1,125 ",,,,,,,,,,
416226,3/1/2015 - 3/31/2015,"$5,884 ","$1,471 ",,,,,,,,,,
412396,3/1/2015 - 3/31/2015,"$6,921 ","$1,730 ",,,,,,,,,,
413631,3/1/2015 - 3/31/2015,"$23,915 ","$5,979 ",,,,,,,,,,
417394,3/1/2015 - 3/31/2015,"$14,750 ","$3,687 ",,,,,,,,,,
413287,3/1/2015 - 3/31/2015,$0.25 ,$0.06 ,,,,,,,,,,
412107,3/1/2015 - 3/31/2015,"$1,147 ",$287 ,,,,,,,,,,
413718,3/1/2015 - 3/31/2015,$0.10 ,$0.03 ,,,,,,,,,,
413622,3/1/2015 - 3/31/2015,$2 ,$1 ,,,,,,,,,,
413113,3/1/2015 - 3/31/2015,"$1,892 ",$473 ,,,,,,,,,,
414271,3/1/2015 - 3/31/2015,$400 ,$100 ,,,,,,,,,,
412144,3/1/2015 - 3/31/2015,$0.08 ,$0.02 ,,,,,,,,,,
416063,3/1/2015 - 3/31/2015,$200 ,$50 ,,,,,,,,,,
412585,3/1/2015 - 3/31/2015,$255 ,$64 ,,,,,,,,,,
412016,3/1/2015 - 3/31/2015,"$2,720 ",$680 ,,,,,,,,,,
412866,3/1/2015 - 3/31/2015,"$5,500 ","$1,375 ",,,,,,,,,,
412109,3/1/2015 - 3/31/2015,$0.02 ,$0.01 ,,,,,,,,,,
412431,3/1/2015 - 3/31/2015,$0.07 ,$0.02 ,,,,,,,,,,
416117,3/1/2015 - 3/31/2015,"$2,250 ",$563 ,,,,,,,,,,
417388,3/1/2015 - 3/31/2015,"$3,979 ",$995 ,,,,,,,,,,
412218,3/1/2015 - 3/31/2015,"$1,576 ",$394 ,,,,,,,,,,
414115,3/1/2015 - 3/31/2015,$697 ,$174 ,,,,,,,,,,
412691,3/1/2015 - 3/31/2015,"$2,941 ",$735 ,,,,,,,,,,
415935,3/1/2015 - 3/31/2015,"$4,328 ","$1,082 ",,,,,,,,,,
413181,3/1/2015 - 3/31/2015,$10 ,$3 ,,,,,,,,,,
412598,3/1/2015 - 3/31/2015,"$9,490 ","$2,373 ",,,,,,,,,,
PRODUCERS PERIOD TOTAL,3/1/2015 - 3/31/2015,"$281,699 ","$70,425 ",,,,,,,,,,
412408,4/1/2015 - 4/30/2015,$1.00 ,$0.25 ,,,,,,,,,,
412681,4/1/2015 - 4/30/2015,$14 ,$4 ,,,,,,,,,,
417513,4/1/2015 - 4/30/2015,$720 ,$180 ,,,,,,,,,,
412422,4/1/2015 - 4/30/2015,$450 ,$113 ,,,,,,,,,,
412169,4/1/2015 - 4/30/2015,"$13,081 ","$3,270 ",,,,,,,,,,
412601,4/1/2015 - 4/30/2015,$780 ,$195 ,,,,,,,,,,
412154,4/1/2015 - 4/30/2015,"$2,000 ",$500 ,,,,,,,,,,
412337,4/1/2015 - 4/30/2015,$156 ,$39 ,,,,,,,,,,
416406,4/1/2015 - 4/30/2015,"$6,565 ","$1,641 ",,,,,,,,,,
413462,4/1/2015 - 4/30/2015,"$14,683 ","$3,671 ",,,,,,,,,,
412425,4/1/2015 - 4/30/2015,"$1,500 ",$375 ,,,,,,,,,,
416627,4/1/2015 - 4/30/2015,$555 ,$139 ,,,,,,,,,,
412803,4/1/2015 - 4/30/2015,$0.03 ,$0.01 ,,,,,,,,,,
412831,4/1/2015 - 4/30/2015,"$6,975 ","$1,744 ",,,,,,,,,,
419959,4/1/2015 - 4/30/2015,$2 ,$1 ,,,,,,,,,,
414033,4/1/2015 - 4/30/2015,$500 ,$125 ,,,,,,,,,,
412439,4/1/2015 - 4/30/2015,$0.01 , $- ,,,,,,,,,,
414197,4/1/2015 - 4/30/2015,$103 ,$26 ,,,,,,,,,,
413665,4/1/2015 - 4/30/2015,$60 ,$15 ,,,,,,,,,,
416551,4/1/2015 - 4/30/2015,"$1,400 ",$350 ,,,,,,,,,,
412764,4/1/2015 - 4/30/2015,$0.22 ,$0.06 ,,,,,,,,,,
412994,4/1/2015 - 4/30/2015,"$2,741 ",$685 ,,,,,,,,,,
412670,4/1/2015 - 4/30/2015,"$10,195 ","$2,549 ",,,,,,,,,,
412597,4/1/2015 - 4/30/2015,$0.17 ,$0.04 ,,,,,,,,,,
416127,4/1/2015 - 4/30/2015,$14 ,$4 ,,,,,,,,,,
412784,4/1/2015 - 4/30/2015,"$1,424 ",$356 ,,,,,,,,,,
413038,4/1/2015 - 4/30/2015,$5 ,$1 ,,,,,,,,,,
412943,4/1/2015 - 4/30/2015,"$2,625 ",$656 ,,,,,,,,,,
412445,4/1/2015 - 4/30/2015,"$2,045 ",$511 ,,,,,,,,,,
412069,4/1/2015 - 4/30/2015,$62 ,$16 ,,,,,,,,,,
412044,4/1/2015 - 4/30/2015,$199 ,$50 ,,,,,,,,,,
412119,4/1/2015 - 4/30/2015,"$2,343 ",$586 ,,,,,,,,,,
412147,4/1/2015 - 4/30/2015,"$27,955 ","$6,989 ",,,,,,,,,,
412942,4/1/2015 - 4/30/2015,"$1,246 ",$312 ,,,,,,,,,,
412063,4/1/2015 - 4/30/2015,"$5,051 ","$1,263 ",,,,,,,,,,
412815,4/1/2015 - 4/30/2015,"$28,356 ","$7,089 ",,,,,,,,,,
412624,4/1/2015 - 4/30/2015,"$3,200 ",$800 ,,,,,,,,,,
412299,4/1/2015 - 4/30/2015,"$2,671 ",$668 ,,,,,,,,,,
415783,4/1/2015 - 4/30/2015,$10 ,$3 ,,,,,,,,,,
416562,4/1/2015 - 4/30/2015,"$7,909 ","$1,977 ",,,,,,,,,,
412096,4/1/2015 - 4/30/2015,$20 ,$5 ,,,,,,,,,,
412409,4/1/2015 - 4/30/2015,"$10,902 ","$2,726 ",,,,,,,,,,
416544,4/1/2015 - 4/30/2015,"$3,771 ",$943 ,,,,,,,,,,
415736,4/1/2015 - 4/30/2015,$269 ,$67 ,,,,,,,,,,
412148,4/1/2015 - 4/30/2015,$47 ,$12 ,,,,,,,,,,
412273,4/1/2015 - 4/30/2015,$0.23 ,$0.06 ,,,,,,,,,,
416606,4/1/2015 - 4/30/2015,$585 ,$146 ,,,,,,,,,,
416312,4/1/2015 - 4/30/2015,$300 ,$75 ,,,,,,,,,,
412295,4/1/2015 - 4/30/2015,"$9,942 ","$2,485 ",,,,,,,,,,
412720,4/1/2015 - 4/30/2015,"$2,034 ",$509 ,,,,,,,,,,
416400,4/1/2015 - 4/30/2015,"$14,118 ","$3,530 ",,,,,,,,,,
415691,4/1/2015 - 4/30/2015,$0.12 ,$0.03 ,,,,,,,,,,
416746,4/1/2015 - 4/30/2015,"$2,070 ",$518 ,,,,,,,,,,
412141,4/1/2015 - 4/30/2015,"$3,560 ",$890 ,,,,,,,,,,
412623,4/1/2015 - 4/30/2015,"$55,000 ","$13,750 ",,,,,,,,,,
413706,4/1/2015 - 4/30/2015,$151 ,$38 ,,,,,,,,,,
415847,4/1/2015 - 4/30/2015,$446 ,$112 ,,,,,,,,,,
412627,4/1/2015 - 4/30/2015,$94 ,$24 ,,,,,,,,,,
412844,4/1/2015 - 4/30/2015,$535 ,$134 ,,,,,,,,,,
412251,4/1/2015 - 4/30/2015,$3 ,$1 ,,,,,,,,,,
412275,4/1/2015 - 4/30/2015,"$9,243 ","$2,311 ",,,,,,,,,,
412540,4/1/2015 - 4/30/2015,"$11,695 ","$2,924 ",,,,,,,,,,
416089,4/1/2015 - 4/30/2015,"$11,055 ","$2,764 ",,,,,,,,,,
417055,4/1/2015 - 4/30/2015,"$10,691 ","$2,673 ",,,,,,,,,,
413216,4/1/2015 - 4/30/2015,$927 ,$232 ,,,,,,,,,,
412656,4/1/2015 - 4/30/2015,$25 ,$6 ,,,,,,,,,,
414395,4/1/2015 - 4/30/2015,"$21,321 ","$5,330 ",,,,,,,,,,
412031,4/1/2015 - 4/30/2015,$0.01 , $- ,,,,,,,,,,
414140,4/1/2015 - 4/30/2015,"$2,452 ",$613 ,,,,,,,,,,
413631,4/1/2015 - 4/30/2015,"$24,295 ","$6,074 ",,,,,,,,,,
412678,4/1/2015 - 4/30/2015,"$22,647 ","$5,662 ",,,,,,,,,,
415726,4/1/2015 - 4/30/2015,$0.04 ,$0.01 ,,,,,,,,,,
415793,4/1/2015 - 4/30/2015,$681 ,$170 ,,,,,,,,,,
413287,4/1/2015 - 4/30/2015,$0.14 ,$0.04 ,,,,,,,,,,
412107,4/1/2015 - 4/30/2015,$950 ,$238 ,,,,,,,,,,
413941,4/1/2015 - 4/30/2015,"$7,577 ","$1,894 ",,,,,,,,,,
412403,4/1/2015 - 4/30/2015,$100 ,$25 ,,,,,,,,,,
416063,4/1/2015 - 4/30/2015,"$5,286 ","$1,321 ",,,,,,,,,,
412155,4/1/2015 - 4/30/2015,$1.00 ,$0.25 ,,,,,,,,,,
413113,4/1/2015 - 4/30/2015,"$3,660 ",$915 ,,,,,,,,,,
414271,4/1/2015 - 4/30/2015,$250 ,$63 ,,,,,,,,,,
413130,4/1/2015 - 4/30/2015,$77 ,$19 ,,,,,,,,,,
412688,4/1/2015 - 4/30/2015,$23 ,$6 ,,,,,,,,,,
412866,4/1/2015 - 4/30/2015,$1.00 ,$0.25 ,,,,,,,,,,
412106,4/1/2015 - 4/30/2015,$8 ,$2 ,,,,,,,,,,
412016,4/1/2015 - 4/30/2015,$10 ,$3 ,,,,,,,,,,
412384,4/1/2015 - 4/30/2015,$14 ,$3 ,,,,,,,,,,
414041,4/1/2015 - 4/30/2015,"$1,690 ",$423 ,,,,,,,,,,
412901,4/1/2015 - 4/30/2015,"$2,282 ",$571 ,,,,,,,,,,
416117,4/1/2015 - 4/30/2015,"$2,512 ",$628 ,,,,,,,,,,
412218,4/1/2015 - 4/30/2015,"$1,462 ",$366 ,,,,,,,,,,
414115,4/1/2015 - 4/30/2015,($517),($129),,,,,,,,,,
412235,4/1/2015 - 4/30/2015,"$1,815 ",$454 ,,,,,,,,,,
412691,4/1/2015 - 4/30/2015,"$16,797 ","$4,199 ",,,,,,,,,,
412436,4/1/2015 - 4/30/2015,$67 ,$17 ,,,,,,,,,,
413719,4/1/2015 - 4/30/2015,$0.34 ,$0.09 ,,,,,,,,,,
416106,4/1/2015 - 4/30/2015,$1.00 ,$0.25 ,,,,,,,,,,
417156,4/1/2015 - 4/30/2015,"$1,400 ",$350 ,,,,,,,,,,
416502,4/1/2015 - 4/30/2015,$10 ,$3 ,,,,,,,,,,
412598,4/1/2015 - 4/30/2015,"$31,383 ","$7,846 ",,,,,,,,,,
413718,4/1/2015 - 4/30/2015,$0.10 ,$0.03 ,,,,,,,,,,
412286,4/1/2015 - 4/30/2015,"$27,737 ","$6,934 ",,,,,,,,,,
416795,4/1/2015 - 4/30/2015,$26 ,$7 ,,,,,,,,,,
416545,4/1/2015 - 4/30/2015,$37 ,$9 ,,,,,,,,,,
413032,4/1/2015 - 4/30/2015,"$6,156 ","$1,539 ",,,,,,,,,,
PRODUCERS PERIOD TOTAL,4/1/2015 - 4/30/2015,"$477,289 ","$119,322 ",,,,,,,,,,
412408,5/1/2015 - 5/31/2015,$5 ,$1 ,,,,,,,,,,
412422,5/1/2015 - 5/31/2015,"$4,450 ","$1,113 ",,,,,,,,,,
417395,5/1/2015 - 5/31/2015,"$2,760 ",$690 ,,,,,,,,,,
412169,5/1/2015 - 5/31/2015,"$8,231 ","$2,058 ",,,,,,,,,,
412604,5/1/2015 - 5/31/2015,"$2,349 ",$587 ,,,,,,,,,,
412601,5/1/2015 - 5/31/2015,"$5,142 ","$1,285 ",,,,,,,,,,
412154,5/1/2015 - 5/31/2015,$2 ,$1 ,,,,,,,,,,
414200,5/1/2015 - 5/31/2015,"$1,500 ",$375 ,,,,,,,,,,
416406,5/1/2015 - 5/31/2015,"$2,205 ",$551 ,,,,,,,,,,
413462,5/1/2015 - 5/31/2015,"$17,696 ","$4,424 ",,,,,,,,,,
415857,5/1/2015 - 5/31/2015,$10 ,$3 ,,,,,,,,,,
416627,5/1/2015 - 5/31/2015,$80 ,$20 ,,,,,,,,,,
413950,5/1/2015 - 5/31/2015,$100 ,$25 ,,,,,,,,,,
412538,5/1/2015 - 5/31/2015,"$4,797 ","$1,199 ",,,,,,,,,,
419959,5/1/2015 - 5/31/2015,$12 ,$3 ,,,,,,,,,,
412964,5/1/2015 - 5/31/2015,"$1,500 ",$375 ,,,,,,,,,,
415971,5/1/2015 - 5/31/2015,$310 ,$78 ,,,,,,,,,,
412053,5/1/2015 - 5/31/2015,$33 ,$8 ,,,,,,,,,,
412135,5/1/2015 - 5/31/2015,$1.00 ,$0.25 ,,,,,,,,,,
412439,5/1/2015 - 5/31/2015,"$1,050 ",$263 ,,,,,,,,,,
412346,5/1/2015 - 5/31/2015,$800 ,$200 ,,,,,,,,,,
413712,5/1/2015 - 5/31/2015,$100 ,$25 ,,,,,,,,,,
416499,5/1/2015 - 5/31/2015,"$1,695 ",$424 ,,,,,,,,,,
412126,5/1/2015 - 5/31/2015,"$6,619 ","$1,655 ",,,,,,,,,,
